SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'CC(F)(F)CC#N',12,"['C','C','F','F','C','C','N','H','H','H','H','H']","[[-2.048314,0.616956,-5e-06],[-0.690881,-0.039046,-2e-06],[-0.57682,-0.84508,1.090655],[-0.576817,-0.845082,-1.090659],[0.471802,0.953626,-2e-06],[1.776601,0.304,7e-06],[2.812863,-0.184462,1.2e-05],[-2.812258,-0.15874,-8e-06],[-2.166607,1.23516,-0.888965],[-2.166611,1.235158,0.888955],[0.391458,1.58895,0.883066],[0.391464,1.588943,-0.883076]]",8.249,6.476,0.000066929,8.587259,6.966639,0.000121
'FC(F)(F)CC=C',12,"['F','C','F','F','C','C','C','H','H','H','H','H']","[[1.09859,1.27667,0.137903],[0.808754,-0.02749,0.007668],[1.866015,-0.610244,-0.577442],[0.708774,-0.536066,1.241311],[-0.448766,-0.247267,-0.805275],[-1.653158,0.419732,-0.215068],[-2.741184,-0.226249,0.167589],[-0.596877,-1.324423,-0.888715],[-0.240926,0.143724,-1.804216],[-1.602258,1.499023,-0.115416],[-2.821585,-1.30445,0.084338],[-3.59264,0.300529,0.578578]]",8.232,4.548,0.636416050,8.135641,4.730466,0.499649
'FC(F)(F)CC=O',10,"['F','C','F','F','C','C','O','H','H','H']","[[1.06411,1.049393,-0.749867],[0.80599,-0.029087,0.005858],[1.818781,-0.885416,-0.159046],[0.819898,0.371658,1.284283],[-0.514639,-0.66152,-0.361514],[-1.698386,0.263207,-0.159318],[-2.779906,-0.136586,0.157986],[-0.658604,-1.57188,0.218142],[-0.4692,-0.929568,-1.420492],[-1.515845,1.337817,-0.350026]]",4.349,3.826,0.000063419,4.280344,3.837433,0.000050
'FC(F)(F)CC#N',9,"['F','C','F','F','C','C','N','H','H']","[[-1.049329,-0.204059,1.078529],[-0.573229,0.416383,0.0],[-1.049329,-0.204059,-1.078529],[-1.049329,1.6656,0.0],[0.949321,0.457294,0.0],[1.547831,-0.870379,0.0],[2.034556,-1.907073,0.0],[1.273235,1.006186,0.884732],[1.273235,1.006186,-0.884732]]",8.236,6.461,0.000112419,8.588372,6.958918,0.000202
'CC(C)(C)NC=N',19,"['C','C','C','C','N','C','N','H','H','H','H','H','H','H','H','H','H','H','H']","[[1.71825,-1.16497,-0.362512],[0.784964,-0.012954,0.002767],[0.976244,0.363167,1.47613],[1.09163,1.188354,-0.893587],[-0.581579,-0.488047,-0.243533],[-1.701432,0.273306,-0.057346],[-2.914488,-0.099238,0.012655],[2.757552,-0.875364,-0.205306],[1.592714,-1.446332,-1.409461],[1.519226,-2.041398,0.259863],[2.000355,0.692488,1.662722],[0.766901,-0.492587,2.120732],[0.303016,1.17349,1.761406],[2.133396,1.488531,-0.769247],[0.470992,2.050068,-0.644938],[0.923084,0.935489,-1.940972],[-0.713648,-1.483516,-0.160532],[-1.497443,1.341603,0.007647],[-3.001619,-1.112896,-0.058475]]",6.504,4.922,0.019381442,6.387627,5.055490,0.040271
'CC(C)(C)NC=O',18,"['C','C','C','C','N','C','O','H','H','H','H','H','H','H','H','H','H','H']","[[-1.963771,-0.803022,-2.6e-05],[-0.682234,0.02689,0.0],[-0.624676,0.897079,-1.257253],[-0.624689,0.897024,1.257292],[0.434986,-0.929741,-1.5e-05],[1.74966,-0.622924,-6e-06],[2.22589,0.489782,1e-06],[-2.833066,-0.145492,6e-06],[-2.021171,-1.436748,0.888336],[-2.021181,-1.436677,-0.888438],[-1.472314,1.584691,-1.271878],[-0.668691,0.276589,-2.154266],[0.29621,1.477401,-1.279322],[-1.472285,1.584689,1.271903],[0.296232,1.47729,1.279429],[-0.668787,0.276502,2.154279],[0.205231,-1.908099,6e-06],[2.382058,-1.530505,-7e-06]]",5.724,5.345,0.001374285,5.593214,5.285657,0.000643
'CC(C)(C)NN=C',19,"['C','C','C','C','N','N','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[1.761857,-1.061677,-0.477206],[0.774026,-0.003308,0.004512],[0.851663,0.138363,1.52751],[1.066499,1.334386,-0.66857],[-0.554958,-0.464098,-0.416788],[-1.590801,0.338555,-0.092392],[-2.754314,-0.156969,-0.004516],[2.779995,-0.774837,-0.212154],[1.703972,-1.178008,-1.560451],[1.559647,-2.031346,-0.013391],[1.845918,0.466358,1.83703],[0.641448,-0.816643,2.015902],[0.122013,0.86964,1.877381],[2.062268,1.683694,-0.38969],[0.336518,2.083676,-0.3647],[1.021943,1.231717,-1.753736],[-0.712204,-1.450019,-0.224072],[-3.57832,0.51177,0.207316],[-2.961274,-1.221972,-0.145557]]",5.969,3.930,0.311602895,5.518564,3.980261,0.250315
'CC(C)(C)OC=C',19,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[-1.004078,-0.821477,1.26192],[-0.785146,0.008687,5e-06],[-1.004125,-0.821681,-1.261768],[-1.703356,1.221914,-7.7e-05],[0.536284,0.581732,-6.5e-05],[1.60649,-0.235939,-1.6e-05],[2.850112,0.221932,-1.8e-05],[-2.040896,-1.157625,1.310455],[-0.791262,-0.222286,2.148042],[-0.367585,-1.707062,1.283489],[-2.040947,-1.157832,-1.310211],[-0.367638,-1.707273,-1.283217],[-0.791338,-0.222635,-2.147994],[-2.748063,0.908207,-3.1e-05],[-1.521419,1.833108,-0.88458],[-1.521385,1.833253,0.884318],[1.404468,-1.302553,1.9e-05],[3.061481,1.282853,-5.3e-05],[3.67493,-0.474625,1.3e-05]]",7.245,4.353,0.004642160,6.816181,4.430743,0.491431
'CC(C)(C)OC=O',17,"['C','C','C','C','O','C','O','H','H','H','H','H','H','H','H','H','H']","[[-0.78303,0.708181,1.263941],[0.06584,0.663272,0.0],[-0.78303,0.708181,-1.263941],[1.089423,1.788555,0.0],[0.900095,-0.539568,0.0],[0.375795,-1.756838,0.0],[-0.78303,-2.058751,0.0],[-1.293176,1.671311,1.317484],[-0.151768,0.608171,2.148344],[-1.529864,-0.082516,1.269254],[-1.293176,1.671311,-1.317484],[-1.529864,-0.082516,-1.269254],[-0.151768,0.608171,-2.148344],[0.579684,2.752735,0.0],[1.723496,1.730538,-0.885308],[1.723496,1.730538,0.885308],[1.196436,-2.48929,0.0]]",5.874,5.460,0.001830715,5.779833,5.440742,0.000918
'CC(C)(C)ON=C',18,"['C','C','C','C','O','N','C','H','H','H','H','H','H','H','H','H','H','H']","[[-1.699228,1.195469,-3e-06],[-0.761266,-0.00144,0.0],[-0.942539,-0.838859,1.259188],[-0.94254,-0.838866,-1.259182],[0.549394,0.609873,-2e-06],[1.551116,-0.322389,-0.0],[2.697526,0.209274,-1e-06],[-2.735756,0.856179,-1e-06],[-1.535129,1.810844,-0.885461],[-1.535129,1.81085,0.885452],[-1.956984,-1.239311,1.298252],[-0.776631,-0.228358,2.14826],[-0.240147,-1.671532,1.271705],[-1.956985,-1.239319,-1.298243],[-0.240149,-1.671539,-1.271695],[-0.776633,-0.228371,-2.148258],[3.545466,-0.462706,1e-06],[2.843388,1.287535,-2e-06]]",5.917,4.316,0.002304820,5.811172,4.265396,0.001539
'CC(C)(C)CC#C',19,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.02566,-0.763148,-7e-06],[0.71714,0.028956,1e-05],[0.646599,0.903823,1.251757],[0.64663,0.903928,-1.251664],[-0.447893,-0.988135,-4.6e-05],[-1.777938,-0.389724,-4e-05],[-2.865542,0.112407,-3.1e-05],[2.883271,-0.0873,3e-05],[2.101332,-1.40053,-0.884402],[2.101312,-1.400601,0.884338],[1.479785,1.609647,1.270902],[0.699371,0.296056,2.158477],[-0.283298,1.474156,1.280666],[1.479815,1.609756,-1.270728],[-0.283268,1.474262,-1.280551],[0.699428,0.296238,-2.158435],[-0.355714,-1.635597,0.87726],[-0.35569,-1.635528,-0.877402],[-3.834282,0.550804,-2.3e-05]]",7.089,5.576,0.000007425,7.346533,5.941261,0.000018
'CC(C)(N)CC#C',18,"['C','C','C','N','C','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[-2.039077,-0.712422,-0.141413],[-0.714006,0.025873,0.026354],[-0.662953,1.228288,-0.922435],[-0.585823,0.405301,1.432788],[0.43335,-0.956145,-0.293138],[1.762356,-0.380575,-0.120828],[2.843255,0.112179,0.035232],[-2.874946,-0.051545,0.099835],[-2.083819,-1.572927,0.527109],[-2.170573,-1.054138,-1.169858],[-1.481486,1.915996,-0.698051],[-0.75776,0.920264,-1.966633],[0.27882,1.768447,-0.811449],[-1.320084,1.05405,1.687426],[0.298286,0.875548,1.589002],[0.328463,-1.309094,-1.32234],[0.336947,-1.823083,0.364541],[3.809362,0.536185,0.168274]]",7.015,5.586,0.021914603,6.766199,5.950142,0.028531
'CC(C)(O)CC#C',17,"['C','C','C','O','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[-2.031255,-0.662296,-0.330195],[-0.713334,0.022335,0.026759],[-0.594005,1.368176,-0.679228],[-0.627078,0.192607,1.435293],[0.45039,-0.913194,-0.340917],[1.776418,-0.348838,-0.122954],[2.868832,0.112369,0.04178],[-2.874077,-0.038007,-0.024832],[-2.112562,-1.620296,0.185135],[-2.112803,-0.83259,-1.405495],[-1.437284,2.010384,-0.411279],[-0.601556,1.244169,-1.763759],[0.3316,1.866266,-0.392028],[-1.259495,0.862582,1.70108],[0.353272,-1.197818,-1.391672],[0.348238,-1.825487,0.251857],[3.839011,0.518621,0.197167]]",7.076,5.567,0.000018076,7.276685,5.935980,0.013645
'CC(C)(F)CC#C',16,"['C','C','C','F','C','C','C','H','H','H','H','H','H','H','H','H']","[[-2.047578,-0.620583,-0.318069],[-0.715743,0.027479,0.015014],[-0.60625,1.433187,-0.541117],[-0.645086,0.123221,1.41023],[0.440807,-0.879402,-0.429799],[1.76848,-0.342589,-0.160941],[2.859602,0.099176,0.055302],[-2.863332,-0.013371,0.074165],[-2.111617,-1.61547,0.124338],[-2.170981,-0.709455,-1.398459],[-1.436501,2.040437,-0.180059],[-0.638162,1.412662,-1.631834],[0.330839,1.892846,-0.229369],[0.339078,-1.066778,-1.502116],[0.33148,-1.842052,0.07541],[3.829069,0.488584,0.253511]]",7.085,5.567,0.000022365,7.348810,5.937215,0.000048
'CC(F)(F)CC#C',13,"['C','C','F','F','C','C','C','H','H','H','H','H','H']","[[-1.022472,1.906464,0.0],[-0.522516,0.48289,0.0],[-1.022472,-0.164969,1.090956],[-1.022472,-0.164969,-1.090956],[0.999616,0.361452,0.0],[1.477485,-1.01353,0.0],[1.879224,-2.139576,0.0],[-2.111322,1.899571,0.0],[-0.668116,2.427736,-0.888416],[-0.668116,2.427736,0.888416],[1.377394,0.885981,0.880308],[1.377394,0.885981,-0.880308],[2.229227,-3.143769,0.0]]",7.081,5.554,0.000024340,7.350009,5.929114,0.000047
'FC(F)(F)CC#C',10,"['F','C','F','F','C','C','C','H','H','H']","[[-1.064599,0.180382,1.078377],[-0.578918,-0.438759,0.0],[-1.064599,-1.688658,0.0],[-1.064599,0.180382,-1.078377],[0.94057,-0.477814,0.0],[1.547061,0.844473,0.0],[2.049788,1.928606,0.0],[1.249619,-1.041599,-0.881952],[1.249619,-1.041599,0.881952],[2.493918,2.895202,0.0]]",7.092,5.562,0.000054822,7.370097,5.941048,0.000081
'CC=CC(C)(C)C',21,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-3.048393,-0.179118,-0.0],[-1.640194,0.326244,-0.0],[-0.563341,-0.445777,0.0],[0.884875,-0.018125,0.0],[1.559043,-0.602207,1.249919],[1.559043,-0.602209,-1.249918],[1.050826,1.500027,-1e-06],[-3.593125,0.178607,0.877771],[-3.081035,-1.269534,1e-06],[-3.593125,0.178606,-0.877772],[-1.525182,1.406333,-1e-06],[-0.707292,-1.526501,1e-06],[1.458398,-1.689687,1.277531],[1.108598,-0.198431,2.158731],[2.625229,-0.362639,1.259215],[1.458398,-1.689689,-1.277528],[2.62523,-0.36264,-1.259214],[1.108599,-0.198434,-2.158731],[0.596335,1.950498,0.884805],[0.596335,1.950497,-0.884807],[2.111482,1.760004,-1e-06]]",7.849,4.613,0.014689917,7.779617,4.811312,0.574067
'CC(C)(C)C=CF',18,"['C','C','C','C','C','C','F','H','H','H','H','H','H','H','H','H','H','H']","[[0.508872,-1.548901,-1.250893],[-0.022337,-0.83462,0.0],[-1.550055,-0.885575,0.0],[0.508872,-1.548901,1.250893],[0.508872,0.577331,0.0],[-0.213325,1.678803,0.0],[0.357726,2.895228,0.0],[0.187721,-2.593138,-1.259645],[1.600611,-1.531914,-1.278132],[0.140626,-1.068489,-2.159202],[-1.886555,-1.92406,0.0],[-1.966435,-0.401597,-0.886023],[-1.966435,-0.401597,0.886023],[0.187721,-2.593138,1.259645],[0.140626,-1.068489,2.159202],[1.600611,-1.531914,1.278132],[1.590054,0.686244,0.0],[-1.293471,1.742217,0.0]]",8.026,4.656,0.558282403,7.787105,4.788471,0.445934
'CC=CC(C)(C)N',20,"['C','C','C','C','C','C','N','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[3.039284,-0.194421,0.0],[1.630479,0.309,-1e-06],[0.550662,-0.457299,1e-06],[-0.895344,0.003058,0.0],[-1.582573,-0.551542,-1.251312],[-1.582573,-0.551538,1.251314],[-1.08188,1.450367,-3e-06],[3.583293,0.164336,-0.877714],[3.074109,-1.28459,2e-06],[3.583293,0.16434,0.877713],[1.512042,1.38976,-3e-06],[0.681382,-1.538713,3e-06],[-1.497164,-1.638823,-1.293808],[-1.12267,-0.143528,-2.154299],[-2.639071,-0.280595,-1.246285],[-1.497164,-1.638818,1.293814],[-2.639071,-0.280591,1.246286],[-1.12267,-0.14352,2.154299],[-0.651381,1.867312,-0.815999],[-0.651381,1.867315,0.815992]]",7.184,4.634,0.051031769,6.829168,4.832685,0.017028
'CC(C)(N)C=CF',17,"['C','C','C','N','C','C','F','H','H','H','H','H','H','H','H','H','H']","[[-1.532039,-0.787486,-1.109845],[-0.838857,-0.030388,0.027288],[-0.97683,1.477966,-0.205743],[-1.466054,-0.460648,1.283141],[0.599004,-0.481162,0.100063],[1.655584,0.287464,-0.064921],[2.90229,-0.203743,0.012082],[-2.59518,-0.534285,-1.139849],[-1.442262,-1.863473,-0.959562],[-1.091595,-0.526948,-2.072825],[-2.034998,1.745578,-0.233284],[-0.53081,1.789452,-1.152764],[-0.508724,2.04486,0.601826],[-2.453316,-0.234219,1.276678],[-1.047983,0.023495,2.068026],[0.750421,-1.533779,0.31476],[1.655035,1.349174,-0.274784]]",6.967,4.669,0.043438844,6.745954,4.801192,0.034150
'CC=CC(C)(C)O',19,"['C','C','C','C','C','C','O','H','H','H','H','H','H','H','H','H','H','H','H']","[[3.030367,0.064881,-0.178842],[1.618225,-0.105446,0.282059],[0.545893,0.171946,-0.443249],[-0.889176,-0.00094,0.001603],[-1.672562,1.281517,-0.288816],[-1.516131,-1.186061,-0.725912],[-0.978898,-0.314007,1.383996],[3.577025,0.747871,0.476597],[3.076442,0.457518,-1.195492],[3.563733,-0.888972,-0.155859],[1.478368,-0.503321,1.28337],[0.669767,0.549578,-1.456374],[-1.657364,1.518827,-1.354196],[-1.236754,2.127533,0.248605],[-2.7095,1.162043,0.027964],[-1.464897,-1.04498,-1.806476],[-2.562294,-1.292157,-0.434725],[-0.983817,-2.101436,-0.467835],[-0.619226,0.424168,1.881392]]",7.792,4.603,0.063232628,7.396613,4.796596,0.013582
'CC(C)(O)C=CF',16,"['C','C','C','O','C','C','F','H','H','H','H','H','H','H','H','H']","[[-1.510317,-0.805256,-1.092044],[-0.834788,-0.027656,0.041078],[-0.997194,1.474599,-0.173012],[-1.420441,-0.400107,1.289121],[0.600184,-0.467174,0.154312],[1.650576,0.287947,-0.086565],[2.89865,-0.191199,0.012193],[-2.573348,-0.55294,-1.143538],[-1.418689,-1.878186,-0.920278],[-1.056703,-0.565033,-2.054472],[-2.059761,1.726242,-0.202325],[-0.558256,1.797593,-1.118518],[-0.537708,2.029613,0.644797],[-2.365496,-0.241551,1.23643],[0.75347,-1.498795,0.451653],[1.641409,1.329947,-0.379055]]",7.844,4.648,0.123218179,7.272543,4.781410,0.018110
'CC=CC(C)(C)F',18,"['C','C','C','C','C','C','F','H','H','H','H','H','H','H','H','H','H','H']","[[-0.368103,3.007426,0.0],[0.202213,1.625978,0.0],[-0.515658,0.514885,0.0],[0.038253,-0.883161,-0.0],[-0.368103,-1.631062,1.261114],[-0.368103,-1.631062,-1.261114],[1.4376,-0.818213,-0.0],[-0.032329,3.566106,0.877382],[-1.458838,2.993454,0.0],[-0.032329,3.566106,-0.877382],[1.284227,1.543047,0.0],[-1.601957,0.568934,0.0],[-1.455013,-1.701411,1.326334],[-0.001173,-1.104357,2.141914],[0.0461,-2.64011,1.249956],[-1.455013,-1.701411,-1.326334],[0.0461,-2.64011,-1.249956],[-0.001173,-1.104357,-2.141914]]",7.941,4.601,0.757768561,7.849079,4.796025,0.618502
'CC(C)(F)C=CF',15,"['C','C','C','F','C','C','F','H','H','H','H','H','H','H','H']","[[-1.580964,-0.883738,-0.975409],[-0.832263,-0.023036,0.030645],[-1.01549,1.457619,-0.246141],[-1.420131,-0.274229,1.28656],[0.596648,-0.46989,0.146555],[1.645945,0.282507,-0.110909],[2.892574,-0.19096,-0.006858],[-2.639254,-0.620213,-0.977021],[-1.484206,-1.938762,-0.718163],[-1.176208,-0.731386,-1.976623],[-2.079087,1.694381,-0.233024],[-0.619175,1.7226,-1.227179],[-0.519351,2.058863,0.515393],[0.750729,-1.497427,0.457291],[1.631303,1.317872,-0.426442]]",8.028,4.618,0.501893123,7.775339,4.748380,0.396731
'CC=CC(C)(F)F',15,"['C','C','C','C','C','F','F','H','H','H','H','H','H','H','H']","[[-3.009195,0.171482,0.034575],[-1.591942,-0.23171,-0.204118],[-0.537721,0.398231,0.286111],[0.885101,-0.005253,0.041204],[1.698882,1.005355,-0.731824],[1.490394,-0.211199,1.258086],[0.940318,-1.205233,-0.609205],[-3.561018,-0.638628,0.517416],[-3.51559,0.379216,-0.911227],[-3.076855,1.058316,0.665102],[-1.431931,-1.10929,-0.822337],[-0.649996,1.279333,0.91022],[1.689467,1.962964,-0.212411],[1.272662,1.13525,-1.72557],[2.726105,0.652093,-0.816816]]",8.029,4.577,0.729303218,7.936445,4.769011,0.596448
'CC(F)(F)C=CF',12,"['C','C','F','F','C','C','F','H','H','H','H','H']","[[1.68169,0.988897,-0.714947],[0.834657,-0.005202,0.041856],[0.84395,-1.197205,-0.628184],[1.426639,-0.251872,1.253672],[-0.574231,0.437835,0.286821],[-1.617792,-0.211913,-0.184378],[-2.862004,0.208366,0.043085],[2.694854,0.599209,-0.806812],[1.707796,1.936461,-0.178159],[1.26017,1.15172,-1.705697],[-0.70472,1.335501,0.877413],[-1.581318,-1.114192,-0.780018]]",8.215,4.631,0.601122158,7.939876,4.765475,0.469169
'CC=CC(F)(F)F',12,"['C','C','C','C','F','F','F','H','H','H','H','H']","[[2.98622,-0.131199,0.0],[1.563794,0.315636,-1e-06],[0.521815,-0.498108,1e-06],[-0.895391,-0.030148,0.0],[-1.557769,-0.487286,-1.077061],[-1.557769,-0.487283,1.077062],[-1.013836,1.302634,-2e-06],[3.507361,0.258906,-0.87734],[3.070697,-1.217685,2e-06],[3.507361,0.258908,0.877339],[1.389447,1.386806,-2e-06],[0.630872,-1.576596,2e-06]]",8.145,4.583,0.671044883,8.011176,4.768633,0.548851
'FC=CC(F)(F)F',9,"['F','C','C','C','F','F','F','H','H']","[[2.835881,-0.161803,0.0],[1.589096,0.291689,-0.0],[0.559163,-0.529325,0.0],[-0.844913,-0.031212,0.0],[-1.51465,-0.469704,1.076169],[-0.922134,1.306047,-0.0],[-1.51465,-0.469704,-1.076169],[1.531844,1.372439,-0.0],[0.68806,-1.602877,0.0]]",8.337,4.645,0.552738077,8.015815,4.776328,0.434591
'CC(C)(C)C=NN',19,"['C','C','C','C','C','N','N','H','H','H','H','H','H','H','H','H','H','H','H']","[[1.505806,-0.537445,1.27107],[0.833343,-0.006023,-0.002879],[0.951432,1.514087,-0.057832],[1.513873,-0.629417,-1.229337],[-0.607448,-0.449013,0.01089],[-1.579201,0.358543,0.004926],[-2.85026,-0.150001,0.091838],[2.568422,-0.284176,1.273356],[1.420356,-1.6248,1.339978],[1.048021,-0.103484,2.161836],[2.004937,1.802881,-0.063705],[0.468463,1.976869,0.802968],[0.477411,1.912981,-0.955206],[2.576845,-0.378367,-1.242601],[1.064444,-0.260824,-2.153525],[1.427647,-1.718929,-1.21933],[-0.775552,-1.53548,0.038491],[-3.503438,0.489208,-0.330556],[-2.953368,-1.088816,-0.28052]]",6.229,4.288,0.007070403,6.056953,4.383007,0.173130
'CC(C)(C)C=NO',18,"['C','C','C','C','C','N','O','H','H','H','H','H','H','H','H','H','H','H']","[[1.49094,-0.588477,1.252099],[0.820495,-0.005218,0.0],[0.949257,1.515739,-0.0],[1.49094,-0.588477,-1.252099],[-0.617895,-0.447945,0.0],[-1.576453,0.373735,-0.0],[-2.80762,-0.269972,-0.0],[2.553814,-0.337692,1.260334],[1.402216,-1.67704,1.279262],[1.037517,-0.186931,2.160107],[2.005246,1.794486,-0.0],[0.476571,1.951853,0.880428],[0.476571,1.951853,-0.880428],[2.553814,-0.337693,-1.260334],[1.037517,-0.186932,-2.160106],[1.402216,-1.677041,-1.279261],[-0.819129,-1.521922,0.0],[-3.432647,0.456947,-1e-06]]",6.339,4.596,0.001326264,6.231657,4.626725,0.001173
'CC(C)(N)C=NO',17,"['C','C','C','N','C','N','O','H','H','H','H','H','H','H','H','H','H']","[[-1.492911,-0.845531,-1.072744],[-0.825246,-0.01477,0.027173],[-0.964361,1.476172,-0.280702],[-1.438822,-0.399631,1.303268],[0.616925,-0.445221,0.122737],[1.565471,0.358421,-0.095613],[2.803085,-0.253875,0.038338],[-2.558069,-0.606532,-1.126291],[-1.392672,-1.911364,-0.864467],[-1.04677,-0.629956,-2.044002],[-2.024229,1.735636,-0.331212],[-0.496204,1.737394,-1.230109],[-0.494999,2.078612,0.497925],[-2.441825,-0.268115,1.259899],[-1.090059,0.186759,2.051541],[0.807913,-1.483647,0.395124],[3.419256,0.456778,-0.147484]]",6.321,4.604,0.001429277,6.217673,4.634754,0.001475
'CC(C)(O)C=NN',17,"['C','C','C','O','C','N','N','H','H','H','H','H','H','H','H','H','H']","[[1.426433,-0.738689,1.171667],[0.836569,-0.018288,-0.043667],[1.007557,1.489053,0.077895],[1.461431,-0.498723,-1.234743],[-0.607057,-0.420931,-0.200504],[-1.556832,0.334514,0.14765],[-2.834758,-0.148496,0.073034],[2.494448,-0.519785,1.259291],[1.303784,-1.818096,1.071304],[0.934312,-0.412615,2.08878],[2.067987,1.731961,0.18561],[0.473279,1.87411,0.945426],[0.620823,1.983795,-0.812147],[2.403587,-0.332683,-1.165597],[-0.772106,-1.426009,-0.605477],[-3.484679,0.61176,-0.040691],[-2.972768,-0.871644,-0.625695]]",6.228,4.250,0.005547445,6.086157,4.347695,0.178841
'CC(C)(O)C=NO',16,"['C','C','C','O','C','N','O','H','H','H','H','H','H','H','H','H']","[[1.397869,-0.806252,1.138018],[0.825245,-0.017405,-0.042957],[1.007406,1.480727,0.15795],[1.450066,-0.440204,-1.25305],[-0.617885,-0.407361,-0.228142],[-1.553587,0.347118,0.153492],[-2.798017,-0.222014,-0.061618],[2.466682,-0.600436,1.241107],[1.267483,-1.877646,0.980609],[0.903733,-0.523576,2.068315],[2.070006,1.706852,0.278467],[0.478668,1.825708,1.04563],[0.626485,2.025483,-0.704809],[2.389797,-0.260605,-1.183649],[-0.815638,-1.379822,-0.678889],[-3.404308,0.453713,0.246903]]",6.294,4.560,0.001962198,6.188877,4.593779,0.001871
'CC(C)(F)C=NN',16,"['C','C','C','F','C','N','N','H','H','H','H','H','H','H','H','H']","[[1.010565,1.473378,-0.205387],[0.834002,-0.010364,0.031469],[1.540511,-0.85692,-1.015077],[1.435712,-0.319589,1.269488],[-0.603106,-0.432328,0.167765],[-1.555988,0.329344,-0.16152],[-2.829247,-0.150678,-0.097995],[2.074502,1.709048,-0.241075],[0.543012,2.044324,0.595109],[0.547318,1.763981,-1.147167],[2.604804,-0.619251,-1.029573],[1.119556,-0.658877,-2.001545],[1.423382,-1.918302,-0.792171],[-0.765996,-1.447109,0.548807],[-3.48583,0.603941,0.010619],[-2.97734,-0.89471,0.575598]]",6.193,4.195,0.005027991,6.064491,4.293107,0.198128
'CC(C)(F)C=NO',15,"['C','C','C','F','C','N','O','H','H','H','H','H','H','H','H']","[[1.017903,1.464539,-0.246765],[0.823585,-0.010151,0.032766],[1.491482,-0.896337,-1.006701],[1.43792,-0.295703,1.265442],[-0.615592,-0.413258,0.20635],[-1.551692,0.341686,-0.174735],[-2.793674,-0.22529,0.035532],[2.08461,1.680329,-0.310139],[0.577938,2.063899,0.548555],[0.541657,1.738986,-1.187003],[2.558432,-0.675106,-1.047647],[1.053911,-0.71593,-1.989176],[1.362587,-1.949329,-0.753875],[-0.81287,-1.388078,0.652543],[-3.400576,0.448327,-0.277244]]",6.229,4.519,0.001877111,6.136488,4.553222,0.001913
'CC(F)(F)C=NN',13,"['C','C','F','F','C','N','N','H','H','H','H','H','H']","[[-1.092611,1.437282,0.000426],[-0.83729,-0.043726,0.00091],[-1.43519,-0.613182,1.099074],[-1.461396,-0.618009,-1.078667],[0.595132,-0.48487,-0.015017],[1.528099,0.368395,-0.005715],[2.808053,-0.056285,-0.078792],[-2.16946,1.599735,0.012375],[-0.661415,1.888191,-0.890529],[-0.641578,1.893164,0.878928],[0.760269,-1.565523,-0.039506],[3.446855,0.628235,0.286761],[2.990152,-0.999971,0.241937]]",6.199,4.120,0.004631386,6.045913,4.217764,0.220493
