SMI,Natoms,atoms,coords(Ang),S1_SCSPBEQIDH(eV),T1_SCSPBEQIDH(eV),f01_SCSPBEQIDH(au),S1_ADC2(eV),T1_ADC2(eV),f01_ADC2(au)
'FC1(CNC1)C=O',13,"['F','C','C','N','C','C','O','H','H','H','H','H','H']","[[0.597276,1.527843,-1.6e-05],[0.068257,0.276164,1e-06],[-1.026024,-0.002704,1.051017],[-1.79683,-0.687395,2.8e-05],[-1.026044,-0.002724,-1.050989],[1.156929,-0.770963,-2e-06],[2.327635,-0.533273,-4.2e-05],[-1.447457,0.948397,1.391256],[-0.765901,-0.62101,1.911828],[-2.791948,-0.518219,3.6e-05],[-1.447482,0.948371,-1.391238],[-0.765937,-0.621046,-1.911793],[0.761251,-1.807775,3.5e-05]]",4.364,3.850,0.000007698,4.293505,3.856216,0.000008
'FC1(CNC1)C#N',12,"['F','C','C','N','C','C','N','H','H','H','H','H']","[[-0.677223,1.600944,0.0],[-0.119337,0.350971,0.0],[-0.677223,-0.624408,1.054862],[-0.787783,-1.644945,0.0],[-0.677223,-0.624408,-1.054862],[1.33851,0.488591,0.0],[2.481712,0.569934,0.0],[-1.628738,-0.233613,1.428459],[-0.026492,-0.88807,1.887685],[-1.640387,-2.184531,0.0],[-1.628738,-0.233613,-1.428459],[-0.026492,-0.88807,-1.887685]]",6.617,6.311,0.000369765,6.369770,6.075121,0.000573
'CC1(COC1)C=C',17,"['C','C','C','O','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[0.184045,1.763907,-0.427485],[-0.013824,0.32419,0.035913],[0.644854,-0.703495,-0.903862],[1.752295,-0.873509,-0.010709],[1.087243,-0.135658,1.019408],[-1.424095,0.104978,0.481347],[-2.324122,-0.677996,-0.091551],[1.226667,1.938135,-0.700706],[-0.082773,2.46696,0.365061],[-0.443003,1.977839,-1.295118],[0.958557,-0.330083,-1.881946],[0.089973,-1.637687,-1.029954],[1.721404,0.648983,1.441249],[0.729372,-0.791801,1.819494],[-1.714958,0.683909,1.356086],[-2.097404,-1.270578,-0.970242],[-3.330793,-0.753162,0.299114]]",7.426,4.578,0.000267083,7.016380,4.756152,0.000680
'CC1(COC1)C=O',15,"['C','C','C','O','C','C','O','H','H','H','H','H','H','H','H']","[[-0.684919,1.617845,0.0],[-0.11642,0.217695,0.0],[-0.684919,-0.792959,1.024877],[-1.044379,-1.722319,0.0],[-0.684919,-0.792959,-1.024877],[1.390005,0.193182,0.0],[2.094928,1.162165,0.0],[-1.775336,1.585998,0.0],[-0.352143,2.171443,-0.878709],[-0.352143,2.171443,0.878709],[-1.557307,-0.414082,1.565589],[0.023818,-1.223879,1.737832],[-1.557307,-0.414082,-1.565589],[0.023818,-1.223879,-1.737832],[1.829251,-0.828558,0.0]]",4.376,3.877,0.000044202,4.294285,3.872251,0.000041
'CC1(COC1)C#N',14,"['C','C','C','O','C','C','N','H','H','H','H','H','H','H']","[[-0.626324,1.669691,0.0],[-0.005215,0.278465,0.0],[-0.626324,-0.6991,1.027233],[-1.354222,-1.374813,0.0],[-0.626324,-0.6991,-1.027233],[1.449442,0.345148,0.0],[2.59586,0.396747,0.0],[-1.71332,1.57945,0.0],[-0.322239,2.230053,-0.884623],[-0.322239,2.230053,0.884623],[-1.28199,-0.239389,1.769625],[0.096502,-1.355067,1.519001],[-1.28199,-0.239389,-1.769625],[0.096502,-1.355067,-1.519001]]",7.487,6.440,0.000287451,7.076080,6.694868,0.001651
'NC1(COC1)C=C',16,"['N','C','C','O','C','C','C','H','H','H','H','H','H','H','H','H']","[[0.550514,1.587253,0.068358],[0.034229,0.246996,-0.024748],[-1.026453,-0.114097,1.040823],[-1.92548,-0.615793,0.046636],[-1.128899,-0.070857,-1.008543],[1.128982,-0.773366,-0.103264],[2.422362,-0.539758,0.049767],[-0.198559,2.265054,0.099693],[1.141422,1.807542,-0.722756],[-1.429998,0.766756,1.553264],[-0.753172,-0.872209,1.776798],[-1.579514,0.83217,-1.437338],[-0.938875,-0.798669,-1.801195],[0.784436,-1.786495,-0.292133],[2.79952,0.451679,0.267767],[3.143662,-1.343768,-0.019914]]",7.053,4.557,0.024849457,6.806927,4.733130,0.031689
'OC1(COC1)C=C',15,"['O','C','C','O','C','C','C','H','H','H','H','H','H','H','H']","[[0.570277,1.528727,0.0],[0.03877,0.238596,0.0],[-1.073869,-0.083698,1.027892],[-1.91793,-0.611681,0.0],[-1.073869,-0.083698,-1.027892],[1.147138,-0.762896,-0.0],[2.436873,-0.473854,-0.0],[-0.148388,2.162954,0.0],[-1.498518,0.818032,1.486397],[-0.85051,-0.818641,1.80328],[-1.498518,0.818032,-1.486396],[-0.85051,-0.818641,-1.80328],[0.813614,-1.7966,-0.0],[2.782601,0.551441,-0.0],[3.181189,-1.259635,-0.0]]",7.503,4.559,0.000131475,7.119943,4.736951,0.000604
'OC1(COC1)C=O',13,"['O','C','C','O','C','C','O','H','H','H','H','H','H']","[[0.071031,1.829402,-2e-05],[-0.043591,0.435326,-2e-06],[0.80335,-0.346266,-1.028789],[1.603719,-0.934402,3e-06],[0.803369,-0.346239,1.028794],[-1.52447,0.128778,2e-05],[-1.965324,-0.984623,-7e-06],[0.997528,2.076485,-3.5e-05],[1.384216,0.291339,-1.701412],[0.251853,-1.097533,-1.598592],[1.384246,0.291385,1.701389],[0.251884,-1.097491,1.598629],[-2.177076,1.023208,6.5e-05]]",4.234,3.741,0.000032150,4.128116,3.716176,0.000027
'OC1(COC1)C#N',12,"['O','C','C','O','C','C','N','H','H','H','H','H']","[[-0.606795,1.593378,0.0],[-0.041122,0.316354,0.0],[-0.606795,-0.689405,1.031172],[-1.263804,-1.431491,0.0],[-0.606795,-0.689405,-1.031172],[1.412469,0.475564,0.0],[2.556667,0.54053,0.0],[-1.563216,1.506039,0.0],[-1.304072,-0.249202,1.747754],[0.146473,-1.282546,1.554564],[-1.304072,-0.249202,-1.747754],[0.146473,-1.282546,-1.554564]]",7.568,6.387,0.000546945,7.154301,6.766616,0.000759
'FC1(COC1)C=C',14,"['F','C','C','O','C','C','C','H','H','H','H','H','H','H']","[[-0.707941,1.401566,0.0],[-0.110585,0.161871,0.0],[-0.707941,-0.812915,1.029287],[-1.030336,-1.755946,0.0],[-0.707941,-0.812915,-1.029287],[1.373405,0.288656,0.0],[2.038556,1.430804,0.0],[-1.597964,-0.405152,1.516488],[-0.024619,-1.2275,1.772463],[-1.597964,-0.405152,-1.516488],[-0.024619,-1.2275,-1.772463],[1.901191,-0.660561,0.0],[1.524682,2.383225,0.0],[3.120483,1.443098,0.0]]",7.433,4.550,0.001010104,7.047436,4.726893,0.000583
'FC1(COC1)C=O',12,"['F','C','C','O','C','C','O','H','H','H','H','H']","[[-0.693146,1.459628,0.0],[-0.131762,0.222902,0.0],[-0.693146,-0.774326,1.027941],[-0.938358,-1.740215,0.0],[-0.693146,-0.774326,-1.027941],[1.376363,0.31231,0.0],[1.997218,1.331321,0.0],[-1.613495,-0.402054,1.485983],[-0.013532,-1.149286,1.795702],[-1.613495,-0.402054,-1.485983],[-0.013532,-1.149286,-1.795702],[1.87165,-0.68219,0.0]]",4.344,3.830,0.000017040,4.275303,3.837080,0.000019
'FC1(COC1)C#N',11,"['F','C','C','O','C','C','N','H','H','H','H']","[[-0.652155,1.552612,0.0],[-0.064395,0.315741,0.0],[-0.652155,-0.659555,1.03276],[-1.1527,-1.511639,0.0],[-0.652155,-0.659555,-1.03276],[1.388401,0.481401,0.0],[2.531173,0.568665,0.0],[-1.445114,-0.202491,1.628515],[0.072416,-1.16213,1.675213],[-1.445114,-0.202491,-1.628515],[0.072416,-1.16213,-1.675213]]",7.376,6.312,0.002877287,6.864273,6.527794,0.000701
'CC1(CCN1)C=C',18,"['C','C','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[-0.098859,1.688154,0.521101],[0.023755,0.272811,-0.040128],[-0.61655,-0.793733,0.880039],[-1.833625,-0.733724,-0.056825],[-1.007867,-0.041544,-1.063371],[1.418864,0.039867,-0.539192],[2.3543,-0.663471,0.076359],[-1.119436,1.88261,0.860009],[0.156066,2.426247,-0.243849],[0.579649,1.828603,1.364257],[-0.773348,-0.505628,1.917853],[-0.100599,-1.750843,0.838339],[-2.649311,-0.127922,0.351532],[-2.242549,-1.685938,-0.397571],[-1.437932,0.768756,-1.490603],[1.644201,0.527627,-1.484856],[2.161904,-1.16602,1.018138],[3.349111,-0.766109,-0.337776]]",6.696,4.580,0.004150235,6.410554,4.762135,0.002876
'CC1(CCN1)C=O',16,"['C','C','C','C','N','C','O','H','H','H','H','H','H','H','H','H']","[[0.404868,1.600883,0.105611],[0.060668,0.132013,-0.042148],[-0.898796,-0.415277,1.053641],[-2.011633,-0.29902,-0.001405],[-0.975957,-0.189917,-1.04251],[1.292509,-0.733277,-0.216592],[2.410145,-0.408042,0.070319],[-0.495305,2.1853,0.305293],[0.872302,1.978645,-0.806065],[1.109765,1.748637,0.923663],[-0.981662,0.194817,1.950064],[-0.686629,-1.446995,1.333033],[-2.619797,0.602167,0.12609],[-2.674681,-1.157326,-0.117283],[-1.12349,0.516999,-1.749832],[1.064343,-1.740422,-0.624585]]",4.240,3.752,0.000194787,4.151695,3.740571,0.000126
'CC1(CCN1)C#N',15,"['C','C','C','C','N','C','N','H','H','H','H','H','H','H','H']","[[0.168114,1.728035,0.096883],[0.110345,0.20614,0.007287],[-0.830653,-0.449347,1.053262],[-1.850843,-0.566911,-0.092312],[-0.761037,-0.326313,-1.054703],[1.475516,-0.33995,-0.038397],[2.545821,-0.752934,-0.049279],[-0.844074,2.128875,0.173481],[0.646451,2.145625,-0.790545],[0.735935,2.044353,0.972755],[-1.093723,0.177919,1.901754],[-0.465973,-1.412248,1.401424],[-2.6116,0.219309,-0.064067],[-2.343271,-1.531462,-0.214383],[-0.952113,0.314552,-1.812881]]",7.187,6.438,0.003359202,6.620125,6.319674,0.005151
'CC1(CCO1)C=C',17,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H']","[[-0.032792,1.815555,0.337829],[-0.014173,0.339007,-0.012996],[-0.68893,-0.60016,1.007179],[-1.673575,-0.899112,-0.125184],[-1.031677,0.034936,-1.001399],[1.333055,-0.0656,-0.536004],[2.25611,-0.749038,0.119005],[-1.037046,2.117366,0.638919],[0.263381,2.413869,-0.525735],[0.662784,2.017742,1.154463],[-1.115667,-0.087356,1.866986],[-0.09108,-1.443132,1.344094],[-2.715445,-0.628518,0.062102],[-1.631711,-1.917207,-0.521005],[1.527964,0.282387,-1.547176],[2.096185,-1.108321,1.12949],[3.215878,-0.970219,-0.329926]]",7.084,4.584,0.075006701,6.554913,4.761311,0.010579
'CC1(CCO1)C=O',15,"['C','C','C','C','O','C','O','H','H','H','H','H','H','H','H']","[[0.494975,1.649433,0.030169],[0.042455,0.21157,-0.040809],[-0.89729,-0.28473,1.08644],[-1.928925,-0.435291,-0.034978],[-0.983005,-0.007918,-1.025975],[1.193932,-0.751307,-0.26902],[2.30971,-0.582794,0.132328],[-0.351899,2.297885,0.255693],[0.926531,1.956536,-0.923303],[1.254982,1.762445,0.803516],[-1.113456,0.464769,1.844239],[-0.597351,-1.212817,1.570332],[-2.787917,0.237687,0.018478],[-2.279323,-1.452631,-0.22258],[0.903906,-1.666222,-0.828003]]",4.206,3.717,0.000136908,4.106268,3.697136,0.000054
'CC1(CCO1)C#N',14,"['C','C','C','C','O','C','N','H','H','H','H','H','H','H']","[[0.321928,1.809488,0.004209],[0.072268,0.316118,0.019161],[-0.916107,-0.24241,1.069055],[-1.671649,-0.78571,-0.147164],[-0.779179,-0.109807,-1.052085],[1.351659,-0.420975,-0.007776],[2.345124,-0.994303,-0.004869],[-0.634345,2.331245,0.033764],[0.852625,2.093608,-0.904498],[0.920905,2.103633,0.867243],[-1.43403,0.544376,1.61315],[-0.515035,-0.974798,1.763739],[-2.70107,-0.449176,-0.274958],[-1.620084,-1.869381,-0.272587]]",7.521,6.389,0.002502636,6.969591,6.533457,0.004948
'CC1(CCC1)C#C',17,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H']","[[0.048698,1.748603,-0.000107],[0.110328,0.222413,-8e-06],[-0.822358,-0.405118,1.079566],[-1.907024,-0.595462,-3e-05],[-0.82228,-0.405255,-1.079571],[1.490312,-0.240183,7.2e-05],[2.623671,-0.630959,0.000124],[-0.9897,2.086433,-0.000172],[0.542014,2.153281,-0.885038],[0.54194,2.153393,0.884814],[-1.056742,0.231411,1.932936],[-0.429728,-1.355009,1.43952],[-2.639341,0.211601,-0.000108],[-2.439484,-1.544709,1.1e-05],[-1.056602,0.231166,-1.933038],[-0.429623,-1.355191,-1.439376],[3.629185,-0.976601,0.000175]]",7.017,5.530,0.000014892,7.240755,5.881556,0.000054
'NC1(CCC1)C#C',16,"['N','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H']","[[-0.317477,1.846777,-0.090904],[-0.050559,0.426281,-0.009148],[0.94388,-0.127623,-1.066038],[1.534215,-1.059295,0.010609],[0.906778,-0.152959,1.086967],[-1.3164,-0.305587,-0.023877],[-2.343059,-0.922197,-0.013338],[0.532754,2.373492,0.06055],[-0.996184,2.132288,0.602325],[1.645676,0.659783,-1.346796],[0.516817,-0.565518,-1.965759],[2.615655,-1.179688,0.027146],[1.067375,-2.043374,-0.008352],[1.599895,0.625888,1.411292],[0.449152,-0.617805,1.958752],[-3.257923,-1.464225,-0.013871]]",6.939,5.555,0.025502316,6.669214,5.916783,0.022964
'OC1(CCC1)C#C',15,"['O','C','C','C','C','C','C','H','H','H','H','H','H','H','H']","[[-0.700661,1.703118,0.0],[-0.189519,0.396452,0.0],[-0.700661,-0.601224,1.078072],[-0.701217,-1.703747,0.0],[-0.700661,-0.601224,-1.078072],[1.269193,0.489087,0.0],[2.465636,0.51485,0.0],[-1.658263,1.64666,0.0],[-1.717169,-0.329563,1.371353],[-0.090393,-0.732984,1.968969],[-1.537393,-2.399683,0.0],[0.231099,-2.266544,0.0],[-1.717169,-0.329563,-1.371353],[-0.090393,-0.732984,-1.968969],[3.528334,0.554549,0.0]]",6.848,5.518,0.000000039,6.983199,5.885575,0.001453
'FC1(CCC1)C#C',14,"['F','C','C','C','C','C','C','H','H','H','H','H','H','H']","[[-0.722365,1.638042,0.0],[-0.17046,0.371526,0.0],[-0.722365,-0.582285,1.078686],[-0.786726,-1.68579,0.0],[-0.722365,-0.582285,-1.078686],[1.284055,0.484791,0.0],[2.479542,0.53882,0.0],[-1.717071,-0.245327,1.369804],[-0.10978,-0.743869,1.962506],[-1.665192,-2.326756,0.0],[0.108577,-2.305684,0.0],[-1.717071,-0.245327,-1.369804],[-0.10978,-0.743869,-1.962506],[3.541512,0.599791,0.0]]",6.731,5.468,0.000027915,6.952414,5.834224,0.000068
'CC1(CNC1)C#C',16,"['C','C','C','N','C','C','C','H','H','H','H','H','H','H','H','H']","[[0.256218,1.863803,0.0],[0.064493,0.353588,0.0],[-0.926717,-0.221551,1.05267],[-1.565584,-1.024612,-0.0],[-0.926717,-0.221551,-1.05267],[1.34851,-0.335326,-0.0],[2.411853,-0.887122,-0.0],[-0.711417,2.368413,2e-06],[0.813044,2.181164,-0.883018],[0.813046,2.181163,0.883017],[-1.557726,0.571527,1.470218],[-0.491181,-0.803287,1.865788],[-2.57479,-1.020694,0.0],[-1.557726,0.571527,-1.470218],[-0.491181,-0.803286,-1.865789],[3.351176,-1.385286,0.0]]",6.605,5.547,0.000875586,6.281424,5.897859,0.000471
'NC1(CNC1)C#C',15,"['N','C','C','N','C','C','C','H','H','H','H','H','H','H','H']","[[-0.264764,1.817245,-0.089238],[-0.055805,0.389442,-0.00911],[0.946936,-0.188678,-1.041887],[1.504369,-1.053878,0.007988],[0.912095,-0.216759,1.059192],[-1.345108,-0.294121,-0.02281],[-2.402309,-0.855243,-0.011931],[0.593073,2.318284,0.099041],[-0.96906,2.12319,0.567934],[1.620883,0.605255,-1.386295],[0.529002,-0.710395,-1.902702],[2.510438,-1.131591,0.023126],[1.576065,0.566548,1.447512],[0.466695,-0.764457,1.890735],[-3.33918,-1.358249,-0.01133]]",6.631,5.539,0.001366549,6.325821,5.898851,0.000801
'OC1(CNC1)C#C',14,"['O','C','C','N','C','C','C','H','H','H','H','H','H','H']","[[0.231261,1.788144,0.0],[0.053213,0.399473,-1e-06],[-0.912505,-0.214491,1.05226],[-1.458352,-1.082394,-0.0],[-0.91251,-0.214488,-1.052258],[1.371011,-0.224627,-4e-06],[2.436448,-0.768032,0.0],[-0.633913,2.202886,1.4e-05],[-1.605242,0.556989,1.414438],[-0.468887,-0.733463,1.901732],[-2.460429,-1.200649,1e-06],[-1.60525,0.556993,-1.414427],[-0.468899,-0.733456,-1.901737],[3.387054,-1.24471,-1e-06]]",6.627,5.495,0.001372401,6.337767,5.861041,0.001103
'FC1(CNC1)C#C',13,"['F','C','C','N','C','C','C','H','H','H','H','H','H']","[[-0.703811,1.592401,0.0],[-0.122492,0.341706,0.0],[-0.703811,-0.622969,1.054498],[-0.857624,-1.640363,0.0],[-0.703811,-0.622969,-1.054498],[1.325141,0.482085,0.0],[2.518147,0.568305,0.0],[-1.640829,-0.21259,1.443166],[-0.049661,-0.909715,1.87732],[-1.739138,-2.1316,0.0],[-1.640829,-0.21259,-1.443166],[-0.049661,-0.909715,-1.87732],[3.578735,0.650194,0.0]]",6.591,5.441,0.000301168,6.326703,5.807217,0.000514
'CC1(COC1)C#C',15,"['C','C','C','O','C','C','C','H','H','H','H','H','H','H','H']","[[-0.655873,1.656186,0.0],[-0.019038,0.270552,0.0],[-0.655873,-0.698868,1.025694],[-1.401523,-1.360225,0.0],[-0.655873,-0.698868,-1.025694],[1.43281,0.342607,0.0],[2.629313,0.401827,0.0],[-1.743397,1.56413,0.0],[-0.353012,2.218585,-0.884195],[-0.353012,2.218585,0.884195],[-1.301747,-0.237205,1.7764],[0.060364,-1.369437,1.508014],[-1.301747,-0.237205,-1.7764],[0.060364,-1.369437,-1.508014],[3.691569,0.453159,0.0]]",7.032,5.531,0.000011461,7.071498,5.887966,0.001454
'NC1(COC1)C#C',14,"['N','C','C','O','C','C','C','H','H','H','H','H','H','H']","[[-0.096005,1.744624,-0.083195],[-0.079342,0.297331,-0.009935],[0.902577,-0.333911,-1.024658],[1.790863,-0.751601,0.01671],[0.862691,-0.37096,1.034808],[-1.442287,-0.217072,-0.024251],[-2.555118,-0.657817,-0.01329],[0.839888,2.114969,0.023632],[-0.678816,2.136714,0.644471],[1.362888,0.385507,-1.705801],[0.49805,-1.178757,-1.586248],[1.299748,0.31994,1.761198],[0.437586,-1.23731,1.548076],[-3.545338,-1.046052,-0.012689]]",7.028,5.526,0.000315648,6.868527,5.885438,0.019527
'OC1(COC1)C#C',13,"['O','C','C','O','C','C','C','H','H','H','H','H','H']","[[-0.635441,1.57825,0.0],[-0.046123,0.303375,0.0],[-0.635441,-0.691501,1.029549],[-1.328158,-1.406134,0.0],[-0.635441,-0.691501,-1.029549],[1.399903,0.465775,0.0],[2.592963,0.550996,0.0],[-1.589778,1.470972,0.0],[-1.312137,-0.242555,1.76076],[0.107381,-1.31296,1.535078],[-1.312137,-0.242555,-1.76076],[0.107381,-1.31296,-1.535078],[3.652908,0.640275,0.0]]",6.956,5.487,0.000012843,7.131974,5.852073,0.000403
'FC1(COC1)C#C',12,"['F','C','C','O','C','C','C','H','H','H','H','H']","[[-0.681393,1.542724,0.0],[-0.072246,0.304916,0.0],[-0.681393,-0.659637,1.031938],[-1.20233,-1.502492,0.0],[-0.681393,-0.659637,-1.031938],[1.370793,0.472426,0.0],[2.562398,0.57564,0.0],[-1.465846,-0.193495,1.632318],[0.036156,-1.178116,1.669877],[-1.465846,-0.193495,-1.632318],[0.036156,-1.178116,-1.669877],[3.621605,0.676402,0.0]]",6.784,5.435,0.000075606,6.885819,5.797126,0.000967
'CC1(CCN1)C#C',16,"['C','C','C','C','N','C','C','H','H','H','H','H','H','H','H','H']","[[0.047792,1.730852,0.095197],[0.087766,0.206018,0.010048],[-0.838582,-0.481206,1.050479],[-1.854805,-0.62189,-0.094319],[-0.770745,-0.360753,-1.056702],[1.473491,-0.262235,-0.031005],[2.612874,-0.631441,-0.044684],[-0.985888,2.077109,0.160602],[0.511377,2.171858,-0.789133],[0.589127,2.0826,0.9745],[-1.122009,0.127775,1.906478],[-0.443193,-1.436191,1.387438],[-2.632202,0.148944,-0.065232],[-2.330508,-1.595689,-0.215296],[-0.983449,0.278154,-1.811443],[3.620737,-0.969875,-0.065297]]",6.770,5.506,0.003666853,6.491047,5.860429,0.004008
'CC1(CCO1)C#C',15,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H']","[[0.132406,1.828271,0.001034],[0.039535,0.314854,0.022437],[-0.917619,-0.307072,1.068858],[-1.650953,-0.877209,-0.14721],[-0.786572,-0.178725,-1.054645],[1.37106,-0.297523,-0.001391],[2.4602,-0.795106,-0.004723],[-0.87045,2.255952,0.01825],[0.64216,2.158594,-0.90426],[0.691613,2.185224,0.867274],[-1.475097,0.43743,1.633889],[-0.46834,-1.028665,1.745218],[-2.693236,-0.576695,-0.271379],[-1.568462,-1.960297,-0.267885],[3.426619,-1.239031,-0.017983]]",6.867,5.472,0.000545382,6.837708,5.800383,0.011972
'CCCC1(C)CC1',21,"['C','C','C','C','C','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-3.00514,-0.220665,-0.045224],[-1.618458,0.23007,0.394209],[-0.522948,-0.23467,-0.560607],[0.882823,0.109304,-0.113519],[1.196283,1.584464,-0.02275],[1.531666,-0.805249,0.885528],[1.988221,-0.80748,-0.549774],[-3.775632,0.125884,0.645345],[-3.065911,-1.310518,-0.094112],[-3.2471,0.16781,-1.037424],[-1.403621,-0.154513,1.395883],[-1.602001,1.320323,0.473256],[-0.699705,0.196585,-1.553059],[-0.599694,-1.320399,-0.681984],[0.581102,2.079172,0.731889],[1.016585,2.078805,-0.981264],[2.241503,1.746369,0.246516],[0.965787,-1.659071,1.236664],[2.189807,-0.370245,1.626702],[1.730816,-1.663081,-1.161115],[2.953383,-0.371768,-0.774473]]",8.295,8.195,0.034876548,8.091456,7.966465,0.029961
'CC1(CCN)CC1',20,"['C','C','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[-1.167479,1.586171,-0.034581],[-0.863431,0.108019,-0.113525],[0.534096,-0.246655,-0.575151],[1.634505,0.237307,0.359132],[2.938646,-0.199272,-0.125293],[-1.509638,-0.792885,0.900568],[-1.97794,-0.8066,-0.530355],[-0.547695,2.084071,0.714425],[-2.210895,1.756673,0.236263],[-0.986643,2.070876,-0.997532],[0.713999,0.163394,-1.573508],[0.610234,-1.335737,-0.668967],[1.406092,-0.102181,1.380486],[1.640722,1.329582,0.383592],[3.001284,-1.209187,-0.109974],[3.679674,0.153383,0.464602],[-2.158574,-0.345869,1.642688],[-0.9466,-1.646775,1.256012],[-2.941798,-0.366352,-0.751419],[-1.731002,-1.669113,-1.136142]]",6.814,6.490,0.011430349,6.611240,6.296991,0.012366
'CC1(CCO)CC1',19,"['C','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[0.879419,1.511717,-0.576756],[0.702484,0.179933,0.11596],[-0.497383,0.075158,1.037996],[-1.836146,0.307899,0.350503],[-2.104618,-0.625512,-0.675198],[1.128455,-1.059238,-0.633709],[1.943614,-0.554869,0.524868],[0.05149,1.729663,-1.25583],[1.798326,1.526304,-1.164951],[0.934559,2.323889,0.152679],[-0.393817,0.809049,1.844895],[-0.509599,-0.914175,1.503693],[-1.887952,1.333603,-0.037895],[-2.643807,0.199645,1.075785],[-1.349551,-0.640256,-1.266777],[1.537793,-0.938339,-1.628876],[0.559397,-1.96833,-0.487685],[2.899509,-0.095952,0.30852],[1.917937,-1.124603,1.444851]]",7.802,7.464,0.013504061,7.501814,7.188150,0.013428
'CC1(CCF)CC1',18,"['C','C','C','C','F','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[0.487391,1.613207,-0.07104],[0.707968,0.119021,-0.130914],[-0.44012,-0.704202,-0.679811],[-1.681584,-0.738791,0.18523],[-2.357467,0.475372,0.151568],[2.095848,-0.361686,-0.442284],[1.541274,-0.509721,0.94974],[0.243235,2.007212,-1.060559],[1.387097,2.121135,0.281124],[-0.333525,1.868981,0.599183],[-0.110787,-1.741336,-0.79883],[-0.717214,-0.348138,-1.677014],[-1.428194,-0.942771,1.229341],[-2.379506,-1.501077,-0.169587],[2.864681,0.382407,-0.605131],[2.208347,-1.257711,-1.03946],[1.936497,0.132308,1.726064],[1.281917,-1.506328,1.285224]]",8.431,8.338,0.032694773,8.238860,8.095763,0.029596
'CCCC1(N)CC1',20,"['C','C','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H','H','H']","[[2.997461,-0.23608,-0.052745],[1.609938,0.200881,0.39766],[0.511002,-0.248903,-0.558809],[-0.887386,0.131467,-0.111629],[-1.201316,1.533543,0.003561],[-2.028485,-0.737126,-0.548162],[-1.571957,-0.754163,0.886726],[3.768065,0.102138,0.641751],[3.23499,0.169926,-1.038899],[3.062655,-1.32455,-0.119844],[1.589727,1.290825,0.491953],[1.400444,-0.199989,1.39416],[0.565073,-1.335763,-0.678033],[0.694998,0.178041,-1.552295],[-1.046832,2.010367,-0.875822],[-0.624674,1.980612,0.703962],[-1.807056,-1.59905,-1.164144],[-2.964762,-0.241699,-0.763705],[-1.037687,-1.626577,1.240681],[-2.209164,-0.27554,1.617062]]",7.050,6.739,0.034638943,6.816997,6.517892,0.040750
'NCCC1(N)CC1',19,"['N','C','C','C','N','C','C','H','H','H','H','H','H','H','H','H','H','H','H']","[[-2.931872,-0.203056,-0.135649],[-1.625607,0.198667,0.371412],[-0.523084,-0.258611,-0.572059],[0.868011,0.130861,-0.112386],[1.17666,1.535533,-0.013403],[1.549302,-0.739458,0.902553],[2.015909,-0.739097,-0.528522],[-3.67159,0.127735,0.468426],[-3.003233,-1.211914,-0.168282],[-1.407447,-0.180454,1.381058],[-1.61898,1.290329,0.434216],[-0.71439,0.157283,-1.566375],[-0.574188,-1.347901,-0.674705],[0.602723,1.989881,0.684401],[1.017441,2.001945,-0.897468],[1.016361,-1.609461,1.264267],[2.178915,-0.248602,1.631361],[1.802872,-1.609231,-1.135725],[2.950809,-0.241132,-0.743803]]",6.836,6.513,0.011485152,6.634043,6.319603,0.012670
'NC1(CCO)CC1',18,"['N','C','C','C','O','C','C','H','H','H','H','H','H','H','H','H','H','H']","[[0.305837,1.497726,-0.103813],[0.682555,0.096992,-0.147569],[-0.429549,-0.787287,-0.66986],[-1.685993,-0.75242,0.194644],[-2.342962,0.491495,0.166838],[2.109611,-0.291293,-0.42185],[1.532152,-0.412278,0.969635],[0.308442,1.894878,-1.035745],[0.946426,2.036769,0.462172],[-0.064982,-1.816303,-0.727037],[-0.690326,-0.48305,-1.689231],[-1.417762,-1.032666,1.224255],[-2.399109,-1.495625,-0.168587],[-1.652527,1.161565,0.27539],[2.819692,0.506779,-0.597929],[2.304513,-1.200538,-0.975831],[1.869799,0.29209,1.71968],[1.32602,-1.402225,1.354849]]",6.881,6.636,0.024836858,6.621588,6.386188,0.029471
