Index	Formation_Energy_eV	Atomization_Energy_eV	Bandgap_eV	Bandgap_nm	Smallest_Direct_Bandgap_eV	Smallest_Direct_Bandgap_nm	No_of_im_wave_nos_dimensionless	Lowest_wave_no_cm-1	Lowest_wave_no_THz	q*_A-1	I1/I3_dimensionless	I2/I3_dimensionless
900	0.508004	-4.491812075	3.70530804	334.6123621	3.75403935	330.2687478	1	-40.572995	-1.216345932	0.5	0.608476	0.83358
901	0.157907	-4.495483803	4.91426886	252.2942702	4.95860477	250.038455	3	-24.168804	-0.7245614089	0.5	0.472144	0.992434
902	0.118831	-4.384384488	3.96189855	312.9413486	4.05671243	305.6272528	1	-32.67734	-0.9796405113	0.5	0.682909	0.956752
903	0.209046	-4.262566228	5.3683824	230.9526004	5.3683824	230.9526004	3	-20.322341	-0.6092475253	0.5	0.429688	0.988232
904	0.159026	-4.576688365	2.7942484	443.7121179	2.7942484	443.7121179	2	-35.460265	-1.063070376	0.17	0.109899	0.891338
905	0.374394	-4.254711711	3.88320977	319.2827452	4.00525238	309.5539951	3	-20.557538	-0.6162985432	0.5	0.561409	0.838775
906	0.203517	-4.428852907	4.30945021	287.7030282	4.43083957	279.8209811	1	-25.073002	-0.7516685416	0.5	0.651895	0.931444
907	0.806414	-4.457504113	3.75965568	329.7753786	3.85117293	321.9387698	1	-38.920904	-1.166817565	0.5	0.185658	0.908821
908	0.683228	-4.394455837	4.01839469	308.5415871	4.19855113	295.3023167	2	-12.733801	-0.3817491669	0.5	0.525072	0.884433
909	0.597647	-4.328573629	4.22384059	293.534249	4.46571413	277.6357463	2	-15.151171	-0.4542199856	0.5	0.487493	0.895419
910	0.731111	-4.195108875	3.68291588	336.6468081	3.79304247	326.8726584	3	-19.91514	-0.5970399651	0.5	0.492089	0.813675
911	0.505283	-4.42093673	4.25699682	291.2480154	4.25699682	291.2480154	2	-15.079657	-0.4520760531	0.18	0.202133	0.80074
912	0.464622	-4.4615979	5.06957253	244.5653688	5.06957253	244.5653688	3	-17.469291	-0.5237153687	0.5	0.4911	0.868664
913	0.135103	-4.3910204	4.6079036	269.0685359	4.6079036	269.0685359	3	-11.128882	-0.3336349793	0.5	0.650645	0.970146
914	0.440879	-4.808731562	3.06605415	404.3770314	3.06605415	404.3770314	1	-44.524419	-1.334806462	0.5	0.167332	0.916678
915	0.219057	-4.434333328	4.44491071	278.935159	4.65194818	266.5209988	3	-23.537259	-0.705628195	0.46	0.465222	0.987675
916	0.012197	-4.459415177	5.17198905	239.7224479	5.19331174	238.7381959	1	-26.756748	-0.8021458996	0.14	0.129229	0.892115
917	0.176901	-4.217777095	3.82703915	323.9689553	3.88947412	318.7685114	2	-19.041825	-0.57085868	0.5	0.549682	0.893302
918	0.445138	-4.290576331	3.17960881	389.9353504	3.17960881	389.9353504	2	-28.621012	-0.858035043	0.5	0.458457	0.924605
919	-0.074992	-4.362123558	4.45161544	278.5150452	4.45161544	278.5150452	3	-22.896974	-0.6864329629	0.5	0.516821	0.97911
920	0.01101	-4.383668083	4.61401838	268.7119498	4.67258	265.3441729	2	-16.164743	-0.4846060633	0.39	0.544535	0.882951
921	0.168803	-4.302809534	4.65572424	266.304835	4.90009219	253.0241937	3	-25.640473	-0.7686808682	0.45	0.420036	0.982156
922	0.199628	-4.271984482	4.41317098	280.9412735	4.41317098	280.9412735	1	-29.815785	-0.8938533817	0.5	0.112962	0.887164
923	0.248877	-4.703619118	4.9044087	252.8014999	4.9044087	252.8014999	2	-27.41784	-0.8219649089	0.15	0.148372	0.900999
924	0.683826	-4.565785052	3.78363458	327.6854171	3.78363458	327.6854171	3	-17.919728	-0.5372191097	0.5	0.420531	0.909239
925	0.271931	-4.541651149	5.08595958	243.7773749	5.24512346	236.3799222	2	-11.97264	-0.3589301691	0.5	0.501762	0.904348
926	0.308173	-4.505409191	4.78087376	259.3337406	4.78087376	259.3337406	2	-12.982136	-0.3891940516	0.5	0.507386	0.901469
927	0.081734	-4.547371811	4.48142434	276.6624585	4.4919156	276.0162892	2	-26.613921	-0.7978640604	0.5	0.147389	0.852611
928	0.414528	-4.346983606	6.15600724	201.4035766	6.52149066	190.1163308	3	-44.628494	-1.337926547	0.5	0.307752	0.983136
929	0.158002	-4.471103331	5.69940275	217.5389124	5.69940275	217.5389124	1	-20.741516	-0.6218140565	0.5	0.100269	0.900237
930	0.598695	-4.502375714	3.99095667	310.6628255	4.5126227	274.7497316	2	-100.24471	-3.00525621	0.5	0.102495	0.932943
931	0.880618	-4.220453008	4.01999813	308.4185204	4.01999813	308.4185204	3	-16.520521	-0.4952720032	0.5	0.351521	0.913764
932	0.320375	-4.308730406	5.5566419	223.1279067	5.5566419	223.1279067	3	-17.840392	-0.5348406798	0.5	0.48086	0.893206
933	0.174516	-4.454589423	5.63041985	220.2041603	5.77145285	214.8231836	2	-12.560588	-0.3765563798	0.5	0.494767	0.898818
934	0.270892	-4.358214196	5.047067	245.6559177	5.2180206	237.6077004	2	-18.792081	-0.5633715547	0.5	0.473046	0.939408
935	0.659817	-4.266402987	3.95052496	313.8423091	4.03900991	306.9667822	2	-15.358924	-0.4604482544	0.5	0.47126	0.814025
936	0.510541	-4.415679027	3.72588625	332.7642854	3.72588625	332.7642854	2	-13.047194	-0.3911444384	0.5	0.453117	0.83009
937	0.662789	-4.263430959	3.76839226	329.0108327	3.82327156	324.288206	3	-21.081312	-0.6320008687	0.5	0.491917	0.920013
938	0.286905	-4.239218406	3.01065903	411.8174337	3.82478138	324.1601943	2	-18.072964	-0.5418130023	0.5	0.640197	0.786664
939	0.556148	-4.370072227	3.68809426	336.174129	3.74491244	331.073662	2	-16.343858	-0.4899757878	0.5	0.496016	0.907764
940	0.401667	-4.524553154	4.67387658	265.2705638	4.67387658	265.2705638	3	-21.146244	-0.6339474781	0.5	0.516578	0.85412
941	0.107067	-4.419056524	4.87473542	254.3403423	4.87502358	254.3253084	3	-13.487763	-0.4043523445	0.5	0.623795	0.780186
942	0.659653	-4.266566723	4.24353741	292.1717793	4.30859367	287.760223	3	-19.064611	-0.5715417861	0.5	0.488483	0.902746
943	0.307983	-4.218141154	3.74906779	330.7067103	3.75123963	330.5152423	3	-15.158371	-0.4544358359	0.5	0.622352	0.95395
944	0.990447	-4.853392709	1.19481576	1037.684568	1.19481576	1037.684568	1	-100.864603	-3.023840106	0.5	0.119806	0.898635
945	0.423536	-4.590285544	2.70433664	458.4643262	3.00511609	412.5770314	1	-18.215853	-0.5460967003	0.18	0.206179	0.80173
946	1.062629	-4.781210502	3.2690637	379.2651319	3.30965773	374.6133215	1	-38.636401	-1.158288393	0.5	0.435209	0.837141
947	0.666234	-4.347587279	1.763949	702.8785273	1.95766726	633.3261534	2	-48.973358	-1.468182094	0.27	0.126367	0.877424
948	1.003629	-4.776560406	3.39590356	365.0992596	3.39590356	365.0992596	2	-21.974999	-0.65879289	0.17	0.233274	0.951591
949	0.97349	-4.806699012	1.45004732	855.0354587	1.45004732	855.0354587	1	-94.00643	-2.818237566	0.5	0.122677	0.88674
950	0.579623	-4.434197711	2.20911415	561.2393888	2.41671383	513.0280052	2	-34.017602	-1.019820494	0.26	0.162316	0.844218
951	0.688996	-4.482160304	3.88349024	319.2596862	4.03356004	307.3815347	1	-23.953826	-0.7181165404	0.5	0.242126	0.888606
952	0.885426	-4.285730278	2.49168324	497.5920918	2.52853866	490.3392995	3	-13.849845	-0.4152072732	0.5	0.566682	0.725069
953	0.401268	-4.430328994	3.46148601	358.1819692	3.46148601	358.1819692	1	-16.477843	-0.4939925509	0.5	0.201505	0.811862
954	0.505414	-4.326182418	2.14054064	579.219031	2.38661944	519.497099	1	-42.861848	-1.284963914	0.5	0.173071	0.834526
955	0.598073	-4.233523733	2.05314567	603.8742859	2.29933025	539.2187031	1	-29.646847	-0.8887887556	0.5	0.156631	0.850174
956	0.86142	-4.274314226	2.77432807	446.8980755	2.97589439	416.6283184	2	-88.670001	-2.658255694	0.5	0.207773	0.859206
957	0.028003	-4.296594888	3.96006219	313.0864658	3.98124858	311.4203624	1	-29.099001	-0.8723647708	0.5	0.285006	0.864208
958	0.195579	-3.988575571	4.32983734	286.3483725	4.47407521	277.1169051	3	-14.697326	-0.4406140756	0.5	0.530024	0.901261
959	0.142214	-4.041940022	4.34139449	285.5860895	4.56008144	271.8902923	2	-22.433676	-0.6725436595	0.5	0.505032	0.932326
960	0.110756	-4.33750022	3.93657595	314.9543896	3.95414604	313.5549023	1	-27.819523	-0.8340070439	0.5	0.649704	0.871875
961	0.409747	-4.428872189	3.37274515	367.6061547	3.37274515	367.6061547	2	-74.227966	-2.225295038	0.5	0.293988	0.810417
962	0.276982	-4.028733547	4.2540862	291.4472855	4.49565092	275.7869544	2	-13.594875	-0.4075634766	0.5	0.579668	0.811613
963	0.206848	-4.098867332	4.2690861	290.4232537	4.38862961	282.5123069	3	-13.980288	-0.41911785	0.5	0.597926	0.931835
964	0.491638	-4.111191346	3.68398713	336.5489161	3.71657079	333.5983479	3	-13.192522	-0.3955012555	0.5	0.572321	0.914287
965	0.687213	-4.044268292	3.96303305	312.8517627	3.96303305	312.8517627	2	-11.843622	-0.3550623127	0.5	0.462697	0.902235
966	0.550064	-4.18141741	4.30065445	288.2914426	4.30065445	288.2914426	2	-37.743064	-1.131506864	0.08	0.427581	0.922529
967	0.283429	-4.448052633	2.57244698	481.9698462	2.57244698	481.9698462	1	-27.265234	-0.8173899031	0.5	0.271461	0.765783
968	-0.199203	-4.286108353	4.57957168	270.7331519	4.67890881	264.9852617	2	-35.281412	-1.057708507	0.5	0.118815	0.881458
969	-0.199524	-4.383678363	4.99684953	248.124717	5.25656209	235.8655437	2	-25.455307	-0.7631297396	0.18	0.169523	0.832768
970	-0.048876	-4.233030462	5.11158634	242.5552056	5.3123701	233.3877068	3	-15.14883	-0.4541498043	0.5	0.475624	0.906848
971	0.003699	-4.240691882	5.19506098	238.6578098	5.55017191	223.3880131	2	-19.295093	-0.5784514521	0.17	0.108041	0.891959
972	-0.033072	-4.338786936	5.01689471	247.1333259	5.01689471	247.1333259	3	-13.045843	-0.3911039365	0.5	0.66145	0.999926
973	0.243852	-4.487629844	4.72323744	262.4983163	5.03115335	246.4329328	2	-33.988576	-1.018950318	0.5	0.144845	0.858034
974	0.235343	-4.496138787	3.51424276	352.8048459	3.76530777	329.280354	2	-25.465576	-0.763437596	0.19	0.192986	0.807014
975	0.377355	-4.354126906	4.96612206	249.6599682	5.16970562	239.8283319	2	-43.333688	-1.299109299	0.5	0.121387	0.957389
976	0.002403	-4.30331206	5.38439078	230.2659532	5.38585003	230.2035646	3	-11.771497	-0.3529000629	0.5	0.540994	0.810306
977	0.212015	-4.179906667	3.62607645	341.9238101	3.86081822	321.1344862	1	-38.218329	-1.145754929	0.5	0.168962	0.844108
978	0.121069	-4.270853505	4.83666816	256.3421418	5.13445881	241.4746951	2	-19.905204	-0.5967420918	0.5	0.145488	0.854512
979	0.423124	-4.561659777	4.17233172	297.1580302	4.18074153	296.5602792	2	-24.575165	-0.7367437866	0.16	0.186401	0.813613
980	0.537135	-4.365882191	4.26344935	290.8072252	4.26344935	290.8072252	4	-7.889705	-0.2365270441	0	0.124016	0.875984
981	0.503498	-4.003366696	7.0720449	175.3158942	7.1084033	174.4191801	3	-47.779966	-1.432405157	0.5	0.311282	1
982	0.654783	-4.891812318	4.81673356	257.4030429	5.08887314	243.6378038	2	-16.389328	-0.491338942	0.5	0.338678	0.999998
983	0.645675	-4.826641	5.0671172	244.6838758	5.0671172	244.6838758	4	-33.450149	-1.002808707	0.09	0.287505	0.996798
984	0.705939	-4.541753848	2.56119996	484.0863247	2.58892096	478.9029463	1	-32.660187	-0.9791262781	0.29	0.324761	0.928182
985	0.642397	-4.73913268	5.81468185	213.22609	6.03814448	205.3349137	2	-22.660505	-0.6793438115	0.14	0.235883	0.991215
986	0.706627	-4.541066102	3.1584086	392.5527164	3.34933439	370.1756024	2	-25.821992	-0.7741226626	0.29	0.464832	0.995624
987	0.574025	-4.569498188	3.02189345	410.28643	3.02189345	410.28643	2	-31.41856	-0.941903294	0.5	0.148406	0.973126
988	0.625563	-4.755966599	5.26736466	235.3818191	5.26736466	235.3818191	2	-33.063136	-0.9912063668	0.1	0.273938	0.991497
989	0.689273	-4.454250485	2.95581416	419.4586697	2.95581416	419.4586697	1	-32.544616	-0.975661552	0.5	0.246932	0.901877
990	0.684111	-4.583936032	5.43462252	228.1376252	5.67811122	218.3546302	1	-19.64299	-0.5888811258	0.5	0.235838	0.985873
991	0.574481	-4.639123129	4.20154289	295.0920431	4.48095682	276.691324	4	-19.909586	-0.5968734606	0.07	0.35415	0.928793
992	0.459832	-4.571777832	3.99384024	310.4385256	4.07737354	304.0785602	3	-21.130003	-0.6334605859	0.5	0.312551	0.992311
993	0.648825	-4.564778701	3.99797537	310.1174371	4.39826376	281.8934796	3	-20.469912	-0.6136715858	0.5	0.335764	0.940716
994	0.960922	-4.420293073	3.18015259	389.8686746	3.36408846	368.5521026	2	-59.15763	-1.773498421	0.5	0.303304	0.961924
995	0.474527	-4.431304173	4.42606217	280.123014	4.66057121	266.0278793	3	-32.552075	-0.9758851668	0.09	0.297877	0.996844
996	0.601021	-4.493050461	4.55149545	272.403189	4.93614699	251.1760444	3	-19.726157	-0.5913744059	0.5	0.315096	0.944352
997	0.393259	-4.512572731	4.41475065	280.8407481	4.55837249	271.9922249	2	-30.168136	-0.9044165828	0.08	0.281089	0.994499
998	0.533859	-4.371972723	3.977929	311.6802425	4.47444313	277.0941186	2	-27.175961	-0.81471357	0.09	0.286654	0.994592
999	1.052219	-4.593413152	3.35361432	369.7031791	3.35361432	369.7031791	3	-36.290258	-1.087952903	0.09	0.277459	0.940027
1000	0.520062	-4.574009727	4.66215819	265.9373245	4.85131567	255.5681716	2	-31.483523	-0.9438508327	0.09	0.316572	0.932861
1001	0.964793	-4.60036927	3.74734801	330.8584823	3.74734801	330.8584823	2	-26.352089	-0.7900145465	0.09	0.269593	0.942267
1002	1.054234	-4.510927611	3.86782798	320.5524863	4.03493217	307.2770057	2	-25.152601	-0.7540548559	0.13	0.231229	0.95471
1003	0.575105	-4.518966868	4.65382613	266.4134501	4.96226659	249.8539433	3	-29.80168	-0.8934305251	0.09	0.327602	0.938984
1004	0.477322	-4.239878135	4.07837992	304.0035258	4.07837992	304.0035258	3	-15.80204	-0.4737325176	0.5	0.584162	0.767076
1005	0.936582	-4.421591705	3.03759692	408.1653715	3.40287593	364.3511844	4	-31.516412	-0.9448368186	0.09	0.326598	0.941479
1006	0.576699	-4.329132326	3.79290509	326.8844978	4.21184952	294.3699364	2	-29.250946	-0.8769199603	0.09	0.293533	0.996467
1007	0.665717	-4.428354394	4.28885071	289.0848759	4.54562931	272.7547257	2	-23.59813	-0.7074530589	0.09	0.324932	0.952679
1008	0.735273	-4.40825028	2.65475137	467.0274925	2.85127537	434.8376479	2	-18.022929	-0.5403129931	0.13	0.32451	0.939838
1009	0.874945	-4.405360999	2.28865246	541.7344473	2.28865246	541.7344473	1	-26.226746	-0.7862568637	0.5	0.277617	0.86785
1010	0.432184	-4.473646998	4.18935201	295.9507514	4.32043127	286.9717854	3	-27.508188	-0.8246734697	0.09	0.291611	0.99337
1011	0.423038	-4.30966909	2.96463617	418.2104664	3.09306485	400.8457422	2	-38.350458	-1.14971605	0.5	0.458231	0.980299
1012	0.504509	-4.247593149	4.89540586	253.2664116	4.89540586	253.2664116	3	-25.510963	-0.764798262	0.09	0.268964	0.992985
1013	0.538734	-4.477470083	3.2460726	381.9513696	3.2460726	381.9513696	2	-24.932886	-0.747467976	0.5	0.081282	0.927924
1014	0.711693	-4.232964373	3.82432898	324.1985409	3.96215512	312.9210841	3	-26.693689	-0.8002554413	0.1	0.364154	0.896818
1015	0.542043	-4.342767198	3.43194822	361.2647383	3.57717777	346.5977805	2	-18.88908	-0.5662795071	0.14	0.514588	0.917457
1016	1.168887	-4.375520777	3.29988601	375.7226376	3.43010164	361.4592235	1	-23.035085	-0.6905734202	0.5	0.347489	0.854782
1017	0.990315	-4.367858401	3.54225087	350.0152646	3.87105208	320.2855063	3	-33.786738	-1.012899376	0.09	0.329103	0.926797
1018	0.934944	-4.306827187	3.94913261	313.9529608	4.26514177	290.6918321	2	-26.97343	-0.8086418527	0.09	0.317681	0.931079
1019	1.069257	-4.172514187	3.35107306	369.9835406	3.53928148	350.3089207	3	-24.891657	-0.7462319635	0.09	0.318875	0.878034
1020	0.904218	-4.337553692	4.05754954	305.5641991	4.51304458	274.7240479	2	-30.571664	-0.9165140294	0.09	0.314992	0.865293
1021	0.803396	-4.438374998	4.52425761	274.0431652	4.65251687	266.4884212	3	-26.7472	-0.8018596582	0.09	0.313871	0.920003
1022	0.437258	-4.369355474	4.06743841	304.8213029	4.06743841	304.8213029	3	-15.503597	-0.4647854352	0.5	0.428515	0.989692
1023	1.190183	-4.37497874	3.40943913	363.6498052	3.40943913	363.6498052	3	-26.956175	-0.8081245616	0.09	0.256814	0.935733
1024	0.489195	-4.416636851	3.85846257	321.3305437	4.14592463	299.0507513	3	-23.210879	-0.6958435837	0.42	0.288349	0.991802
1025	0.319912	-4.432190629	4.59090223	270.0649705	4.59090223	270.0649705	1	-20.472776	-0.6137574463	0.14	0.099745	0.921234
1026	0.449485	-4.19763458	3.22343672	384.6335396	3.50306954	353.9301351	3	-19.878421	-0.5959391588	0.09	0.337941	0.93131
1027	0.751137	-4.265067598	2.79618265	443.4051815	2.81661838	440.1880937	2	-29.508923	-0.8846539044	0.5	0.282061	0.952585
1028	0.179007	-4.337616408	3.77914103	328.0750482	3.77914103	328.0750482	3	-28.714892	-0.8608494902	0.5	0.316518	0.985867
1029	0.285291	-4.36182825	3.97248267	312.1075605	4.09711676	302.6132639	3	-28.264267	-0.8473401132	0.09	0.350633	0.919233
1030	0.463445	-4.28865758	4.16640386	297.5808196	4.45696044	278.1810366	3	-23.863474	-0.7154078597	0.5	0.270999	0.986106
1031	0.508213	-4.243889188	4.31075486	287.6159549	4.31075486	287.6159549	2	-24.327976	-0.7293332581	0.5	0.216396	0.980484
1032	0.591361	-4.676686003	4.86132333	255.0420516	4.86132333	255.0420516	2	-20.598756	-0.6175342259	0.15	0.096291	0.93616
1033	1.024401	-4.54076052	3.48074619	356.2000237	3.48074619	356.2000237	2	-26.968613	-0.8084974429	0.09	0.264728	0.942192
1034	0.57255	-4.521521659	4.40139393	281.6930034	4.66768219	265.6225992	3	-27.57007	-0.8265286425	0.09	0.31991	0.933802
1035	0.607206	-4.486865995	4.20943092	294.5390717	4.50410155	275.2695208	2	-18.165835	-0.5445972006	0.5	0.31771	0.938881
1036	0.541303	-4.40335392	4.65130881	266.5576349	5.02327491	246.8194351	2	-22.837649	-0.6846544469	0.1	0.29819	0.936912
1037	0.736335	-4.385806629	6.17715643	200.7140161	6.21742958	199.4138992	2	-56.35869	-1.689588439	0.35	0.203375	0.988995
1038	0.497985	-4.446671646	4.73916084	261.6163319	4.73916084	261.6163319	2	-17.725321	-0.5313909433	0.13	0.109551	0.949165
1039	0.993081	-4.468619247	4.02591378	307.9653324	4.50901929	274.9692995	2	-82.454174	-2.471910173	0.5	0.118956	0.934556
1040	1.257545	-4.204155188	3.91127327	316.9918821	3.91127327	316.9918821	3	-19.354257	-0.5802251415	0.5	0.234241	0.941849
1041	0.649007	-4.295650092	5.15236547	240.6354679	5.15236547	240.6354679	2	-21.541141	-0.6457861743	0.09	0.307717	0.930053
1042	0.503534	-4.441123237	5.066642	244.7068246	5.36931744	230.9123812	3	-14.963179	-0.4485841359	0.5	0.313255	0.936191
1043	0.601425	-4.343231784	4.85847492	255.1915767	5.02368713	246.7991822	3	-19.378911	-0.5809642487	0.09	0.311427	0.960383
1044	0.99867	-4.243101121	3.33170755	372.1340654	3.66004481	338.7504634	3	-22.171514	-0.6646842525	0.09	0.306905	0.875715
1045	0.853523	-4.388248705	3.31697276	373.7871744	3.31697276	373.7871744	3	-28.223973	-0.8461321314	0.08	0.315412	0.86962
1046	1.001979	-4.239792198	3.41908815	362.6235479	3.59534973	344.8459729	3	-20.407081	-0.6117879627	0.44	0.316769	0.945987
1047	0.596126	-4.210487402	3.09780263	400.2326886	3.16971889	391.1519975	3	-19.559	-0.5863631728	0.07	0.40827	0.866651
1048	0.896057	-4.34571412	3.24246638	382.3761699	3.43894396	360.5298283	3	-18.583018	-0.5571040132	0.39	0.313525	0.940154
1049	0.746676	-4.495095191	3.95565201	313.4355278	3.95565201	313.4355278	3	-24.539901	-0.7356866001	0.07	0.33587	0.910236
1050	0.410668	-4.395946125	4.2099761	294.5009297	4.42894052	279.9409633	4	-28.860966	-0.8652286719	0.08	0.402722	0.859503
1051	0.997566	-4.244205272	3.97319852	312.0513282	4.1059275	301.9638986	4	-22.730926	-0.6814549767	0.09	0.31687	0.93611
1052	0.607651	-4.198962198	3.32215217	373.2044205	3.33980984	371.2312781	3	-17.851775	-0.5351819331	0.5	0.396307	0.976084
1053	1.548469	-4.610921673	2.02566816	612.0656383	2.08832938	593.700346	1	-42.258316	-1.266870507	0.5	0.144045	0.96727
1054	0.762795	-4.566577346	2.90142025	427.3224037	2.98695942	415.0849413	2	-25.385055	-0.7610236409	0.19	0.154527	0.850029
1055	1.122057	-5.037333583	0.94624747	1310.272328	1.50836086	821.9796126	1	-147.334514	-4.416970862	0.38	0.206492	0.866647
1056	1.006536	-4.322835833	1.70789933	725.9455248	1.94528703	637.3567789	2	-35.210986	-1.055597191	0.19	0.095315	0.908402
1057	1.426872	-4.713947011	3.13154845	395.9197487	3.30740535	374.8684374	1	-25.620969	-0.7680961538	0.5	0.137535	0.907092
1058	1.626553	-4.514266339	2.91317775	425.597743	3.28492178	377.4342156	1	-38.27272	-1.147385527	0.5	0.076012	0.954446
1059	0.919405	-4.409967388	2.30019271	539.0165224	2.51268435	493.4331984	2	-26.939656	-0.8076293352	0.19	0.122756	0.882327
1060	1.507507	-4.024278938	2.32175784	534.0099876	2.4177854	512.8006296	3	-26.782517	-0.8029184336	0.08	0.362229	0.856945
1061	1.267641	-4.264145416	2.41088969	514.2673597	2.43186433	509.8318439	3	-22.213681	-0.6659483854	0.09	0.384439	0.813457
1062	0.787652	-4.40457465	2.97585086	416.6344127	3.05908618	405.2981193	2	-21.635785	-0.6486235257	0.2	0.23487	0.877868
1063	0.890353	-4.301873686	2.13595726	580.4619309	2.34597168	528.4982278	2	-28.956307	-0.8680869188	0.18	0.132597	0.874462
1064	0.98516	-4.20706696	2.25131354	550.719326	2.46483169	503.0127941	1	-28.131934	-0.8433728758	0.5	0.11449	0.89014
1065	1.199238	-4.252047111	3.09357646	400.7794511	3.16450336	391.796669	2	-35.137778	-1.053402474	0.5	0.144697	0.899416
1066	0.364189	-4.212849156	2.23943422	553.640676	2.23943422	553.640676	1	-23.345566	-0.6998813922	0.5	0.422456	0.921972
1067	0.495805	-3.96883916	3.86660235	320.6540945	3.88117274	319.4503204	3	-23.562883	-0.706396382	0.09	0.333268	0.940844
1068	0.438689	-4.025955495	4.09833868	302.5230398	4.30671219	287.8859373	3	-21.630282	-0.6484585501	0.09	0.33612	0.956234
1069	0.488144	-4.240602129	2.69254783	460.4716253	2.69254783	460.4716253	1	-23.024683	-0.6902615766	0.5	0.501406	0.866718
1070	0.803271	-4.350899007	0.65630555	1889.122948	0.65630555	1889.122948	2	-38.222714	-1.145886388	0.5	0.278257	0.858296
1071	0.613703	-4.007563076	4.0627184	305.17544	4.3707037	283.6709968	3	-16.122204	-0.4833307782	0.5	0.370973	0.884058
1072	0.53906	-4.08220617	3.98606621	311.0439742	4.15365964	298.4938543	3	-20.753498	-0.6221732672	0.09	0.391162	0.955131
1073	0.828099	-4.090281552	3.43039627	361.4281785	3.51910946	352.3169397	3	-22.06104	-0.6613723304	0.06	0.390075	0.931325
1074	1.069912	-4.022199327	3.67385302	337.4772667	3.67385302	337.4772667	3	-12.60165	-0.3777873857	0.5	0.304213	0.932386
1075	0.929865	-4.162246572	4.23152595	293.0011277	4.23152595	293.0011277	2	-18.724209	-0.5613368065	0.09	0.306518	0.944452
1076	0.749095	-4.343016953	3.19329517	388.2641001	3.38204593	366.5952211	2	-23.30873	-0.6987770784	0.16	0.08402	0.923311
1077	0.1223	-4.21704673	4.16792261	297.4723841	4.35835421	284.4747847	3	-38.06092	-1.141035933	0.08	0.279252	0.988996
1078	0.11299	-4.351654582	4.50213568	275.389718	4.83369782	256.4996658	2	-18.085926	-0.5422015927	0.15	0.130052	0.88049
1079	0.250963	-4.213681303	4.464485	277.712183	4.82711863	256.8492657	3	-19.724918	-0.5913372617	0.5	0.317737	0.926285
1080	0.379376	-4.180565559	4.7712545	259.8565797	4.81721125	257.377518	1	-17.852799	-0.5352126318	0.5	0.094431	0.926139
1081	0.300668	-4.320598735	4.80230927	258.1761827	4.80230927	258.1761827	3	-27.118173	-0.812981132	0.08	0.404374	0.99411
1082	0.676468	-4.415643594	4.60215579	269.404586	4.61173526	268.8449804	2	-41.315171	-1.238595774	0.08	0.289882	0.917
1083	0.647669	-4.444442945	4.02275662	308.2070313	4.26302216	290.8363665	2	-16.997529	-0.5095723214	0.19	0.145259	0.854741
1084	0.770569	-4.321542265	4.83443967	256.4603057	5.02692783	246.6400787	1	-35.92884	-1.07711788	0.5	0.096439	0.951238
1085	0.337226	-4.284040416	4.75710901	260.6292756	5.00845282	247.5498762	2	-25.594998	-0.767317564	0.09	0.363903	0.87145
1086	0.603618	-4.148934279	3.73035778	332.3654053	3.88298595	319.301149	1	-34.971139	-1.04840677	0.5	0.190715	0.981808
1087	0.519017	-4.233534606	4.84718914	255.785743	5.14434662	241.0105631	2	-11.747233	-0.3521726476	0.13	0.110403	0.889601
1088	0.882989	-4.522530137	3.90599496	317.4202446	4.12359205	300.6703525	3	-24.124688	-0.7232388465	0.17	0.180668	0.819423
1089	1.071859	-4.251892931	4.08634237	303.4111592	4.08634237	303.4111592	4	-6.405257	-0.1920244807	0	0.095609	0.904391
1090	0.91547	-4.012130037	6.89811741	179.7362674	7.03548306	176.2269719	3	-43.266078	-1.297082406	0.5	0.226978	1
1091	0.394122	-4.891342433	4.90084323	252.9854185	4.90084323	252.9854185	3	-15.114773	-0.4531288027	0.08	0.257294	0.999999
1092	0.354749	-4.830321985	4.96877419	249.5267098	4.96877419	249.5267098	3	-15.82212	-0.4743344999	0.5	0.239654	0.997202
1093	0.510679	-4.475882359	1.92332227	644.6355324	1.96911463	629.6443369	2	-26.517236	-0.7949655215	0.14	0.262382	0.94714
1094	0.362547	-4.699822453	5.77664814	214.6299801	5.83749557	212.3927737	3	-24.973614	-0.7486889688	0.11	0.212158	0.99227
1095	0.494323	-4.492238353	3.04330936	407.3992252	3.34077082	371.1244926	1	-33.646773	-1.008703337	0.5	0.226214	0.945806
1096	0.306787	-4.549491087	3.75361715	330.3058959	3.77551907	328.3897796	2	-34.378332	-1.030634891	0.5	0.078048	0.939149
1097	0.2987	-4.763669096	5.18635359	239.0584934	5.18635359	239.0584934	3	-17.586542	-0.5272304599	0.5	0.227769	0.993001
1098	0.477336	-4.378942403	1.60455287	772.7024136	1.60455287	772.7024136	1	-34.758356	-1.042027706	0.5	0.258573	0.927841
1099	0.356982	-4.552008942	5.88919161	210.5283641	6.05773017	204.6710303	3	-12.541235	-0.3759761923	0.5	0.192436	0.98596
1100	0.283547	-4.642811621	4.42801133	279.9997071	4.42801133	279.9997071	3	-13.333216	-0.3997191491	0.5	0.281176	0.942976
1101	0.199078	-4.571400112	3.98291216	311.2902885	3.98291216	311.2902885	3	-17.267809	-0.5176750996	0.44	0.260346	0.993544
1102	0.358165	-4.568194141	4.47420504	277.1088639	4.6348622	267.5035032	2	-12.481795	-0.3741942287	0.08	0.276437	0.951386
